Search,Study,Experiment,Dataset,Reference,Type,Culture,Mixed culture species IDs (strains),ID,Strain,Order,Family,Genus,Species,Growth medium,Type of fermentation,Final electron acceptor,Initial pH,Fermentation products listed,(An)aerobic?,Test temp (K),Variable 2,Variable 2 value,Variable 2 units,Variable 3,Variable 3 value,Variable 3 units,Rate_type,Rate,Rate units,1_kT,ln_rate
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,331.4314,,,,,,,Iron II production,0.3812,um/ml h,35.01468758,-0.964431107
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,337.5098,,,,,,,Iron II production,0.6042,um/ml h,34.38408878,-0.50385001
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,337.1176,,,,,,,Iron II production,0.6353,um/ml h,34.42409096,-0.453657951
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,341.0392,,,,,,,Iron II production,0.8104,um/ml h,34.02824932,-0.210227326
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,340.6471,,,,,,,Iron II production,0.9064,um/ml h,34.06741735,-0.098274569
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,345.549,,,,,,,Iron II production,1.0842,um/ml h,33.5841427,0.080842388
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,345.8431,,,,,,,Iron II production,1.1322,um/ml h,33.55558323,0.124162643
9,41,41-A,41-A-01,"Park HS, Kim BH, Kim HS, Kim HJ, Kim GT, Kim M, Chang IS, Park YK, Chang HI (2001).  A novel electrochemically active and Fe(III)-reducing bacterium phylogenetically related to Clostridium butyricum isolated from a microbial fuel cell.  Anaerobe 7(6):297-306.",Reducer,Pure,,Clostridiales sp.,EG3,Clostridiales,Clostridiaceae,Clostridium,sp.,starch wastewater,,Iron III,,"lactate, formate, butyrate, acetate, CO2 and H4",Anaerobic,292.7149,,,,,,,Specific growth,0.188,/h,39.64597267,-1.671313316
9,41,41-A,41-A-01,"Park HS, Kim BH, Kim HS, Kim HJ, Kim GT, Kim M, Chang IS, Park YK, Chang HI (2001).  A novel electrochemically active and Fe(III)-reducing bacterium phylogenetically related to Clostridium butyricum isolated from a microbial fuel cell.  Anaerobe 7(6):297-306.",Reducer,Pure,,Clostridiales sp.,EG3,Clostridiales,Clostridiaceae,Clostridium,sp.,starch wastewater,,Iron III,,"lactate, formate, butyrate, acetate, CO2 and H5",Anaerobic,297.7265,,,,,,,Specific growth,0.3942,/h,38.97861603,-0.930896884
9,41,41-A,41-A-01,"Park HS, Kim BH, Kim HS, Kim HJ, Kim GT, Kim M, Chang IS, Park YK, Chang HI (2001).  A novel electrochemically active and Fe(III)-reducing bacterium phylogenetically related to Clostridium butyricum isolated from a microbial fuel cell.  Anaerobe 7(6):297-306.",Reducer,Pure,,Clostridiales sp.,EG3,Clostridiales,Clostridiaceae,Clostridium,sp.,starch wastewater,,Iron III,,"lactate, formate, butyrate, acetate, CO2 and H6",Anaerobic,302.7324,,,,,,,Specific growth,0.5813,/h,38.33407632,-0.542488304
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,276.9884,,,,,,,cis-DCE formation,0.1427,umol/h,41.89694199,-1.947010754
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,283.0835,,,,,,,cis-DCE formation,0.2347,umol/h,40.99485461,-1.449447176
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,287.1164,,,,,,,cis-DCE formation,0.2664,umol/h,40.41903188,-1.32275634
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,290.0236,,,,,,,cis-DCE formation,0.3164,umol/h,40.01387103,-1.150748043
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,292.9969,,,,,,,cis-DCE formation,0.3468,umol/h,39.60781471,-1.059007034
9,42,42-A,42-A-01,"Sung Y, Ritalahti KM, Sanford RA, Urbance JW, Flynn SJ, Tiedje JM, Loffler FE (2003).  Characterization of two tetrachloroethene-reducing, acetate-oxidizing anaerobic bacteria and their description as Desulfuromonas michiganensis sp. nov.  Applied and Envrionmental Microbiology 69(5):2964-2974.",Reducer,Pure,,Desulfuromonas michiganensis,,Desulfuromonadales,,Desulfuromonas,michiganensis,Tetrachloroethene,,Tetrachloroethene,,cis-DCE,Anaerobic,298.0512,,,,,,,cis-DCE formation,0.5173,umol/h,38.93615233,-0.659132302
10,44,44-A,44-A-01,"Zemskaya TI, Namsaraev BB, Dul'tseva NM, Khanaeva TA, Golobkova LP, Dubinina GA, Dulov LE, Wada E (2001).  Ecophysiological characteristics of the mat-forming bacterium Thioploca in bottom sediments of the Frolikha Bay, northern Baikal.  Microbiology 70(3):335-341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,tengcongensis,"Glucose, starch",,Thiosulfate,7.5,"Hydrogen sulfate, acetate, lactate, ethanol",Anaerobic,327.9437,,,,,,,Specific growth,0.0436,/h,35.38707079,-3.132698129
10,44,44-A,44-A-01,"Zemskaya TI, Namsaraev BB, Dul'tseva NM, Khanaeva TA, Golobkova LP, Dubinina GA, Dulov LE, Wada E (2001).  Ecophysiological characteristics of the mat-forming bacterium Thioploca in bottom sediments of the Frolikha Bay, northern Baikal.  Microbiology 70(3):335-341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,tengcongensis,"Glucose, starch",,Thiosulfate,7.5,"Hydrogen sulfate, acetate, lactate, ethanol",Anaerobic,332.8952,,,,,,,Specific growth,0.102,/h,34.86072171,-2.282782466
10,44,44-A,44-A-01,"Zemskaya TI, Namsaraev BB, Dul'tseva NM, Khanaeva TA, Golobkova LP, Dubinina GA, Dulov LE, Wada E (2001).  Ecophysiological characteristics of the mat-forming bacterium Thioploca in bottom sediments of the Frolikha Bay, northern Baikal.  Microbiology 70(3):335-341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,tengcongensis,"Glucose, starch",,Thiosulfate,7.5,"Hydrogen sulfate, acetate, lactate, ethanol",Anaerobic,337.9845,,,,,,,Specific growth,0.1207,/h,34.33579624,-2.114447151
10,44,44-A,44-A-01,"Zemskaya TI, Namsaraev BB, Dul'tseva NM, Khanaeva TA, Golobkova LP, Dubinina GA, Dulov LE, Wada E (2001).  Ecophysiological characteristics of the mat-forming bacterium Thioploca in bottom sediments of the Frolikha Bay, northern Baikal.  Microbiology 70(3):335-341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,tengcongensis,"Glucose, starch",,Thiosulfate,7.5,"Hydrogen sulfate, acetate, lactate, ethanol",Anaerobic,342.9578,,,,,,,Specific growth,0.2202,/h,33.83788596,-1.513219055
10,45,45-A,45-A-01,"Pikuta E, Lysenko A, Chuvilskaya N, Mendrock U, Hippe H, Suzina N, Nikitin D, Osipov G, Laurinavichius K (2000).  Anoxybacillus pushchinensis gen. nov. sp. nov., a novel anaerobic, alkaliphilic, moderately thermophilic bacterium from manure, and description of Anoxybacillus falvithermus comb. nov.  International Journal of Systematics and Evolutionary Microbiology 50(6):2109-2117.",Fermenter,Pure,,Anoxybacillus pushchinensis,K1-T,Bacillales,Bacillaceae,Anoxybacillus,pushchinensis,"Yeast, glucose",,,9.5,"Hydrogen, acetate",Anaerobic,309.6547,,,,,,,Specific growth,0.0225,/h,37.47712186,-3.79423997
10,45,45-A,45-A-01,"Pikuta E, Lysenko A, Chuvilskaya N, Mendrock U, Hippe H, Suzina N, Nikitin D, Osipov G, Laurinavichius K (2000).  Anoxybacillus pushchinensis gen. nov. sp. nov., a novel anaerobic, alkaliphilic, moderately thermophilic bacterium from manure, and description of Anoxybacillus falvithermus comb. nov.  International Journal of Systematics and Evolutionary Microbiology 50(6):2109-2117.",Fermenter,Pure,,Anoxybacillus pushchinensis,K1-T,Bacillales,Bacillaceae,Anoxybacillus,pushchinensis,"Yeast, glucose",,,9.5,"Hydrogen, acetate",Anaerobic,317.0162,,,,,,,Specific growth,0.1067,/h,36.60685771,-2.237734121
10,45,45-A,45-A-01,"Pikuta E, Lysenko A, Chuvilskaya N, Mendrock U, Hippe H, Suzina N, Nikitin D, Osipov G, Laurinavichius K (2000).  Anoxybacillus pushchinensis gen. nov. sp. nov., a novel anaerobic, alkaliphilic, moderately thermophilic bacterium from manure, and description of Anoxybacillus falvithermus comb. nov.  International Journal of Systematics and Evolutionary Microbiology 50(6):2109-2117.",Fermenter,Pure,,Anoxybacillus pushchinensis,K1-T,Bacillales,Bacillaceae,Anoxybacillus,pushchinensis,"Yeast, glucose",,,9.5,"Hydrogen, acetate",Anaerobic,328.0741,,,,,,,Specific growth,0.2473,/h,35.37300545,-1.397153104
10,46,46-A,46-A-01,"Fardeau ML, Barsotti V, Cayol JL, Guasco S, Michotey V, Joseph M, Bonin P, Ollivier B (2010).  Caldinitraruptor microaerophilus, gen. nov., sp. nov. isolated from a French hot spring (Chaudes-Aigues, Massif Central: a novel cultivated facultative microaerophilic anaerobic thermophile pertaining to the Symbiobacterium branch within the Firmicutes.  Extremophiles 14(3):241-247.",Reducer,Pure,,Caldinitratiruptor microaerophilus,CA62NT,Clostridiales,Symbiobacteriaceae,Caldinitratiruptor ,microaerophilus,Glucose,,Nitrate,7.2,"Acetate, CO2",Anaerobic,328.0732,,,,,,,Specific growth,0.0758,/h,35.37310248,-2.579656986
10,46,46-A,46-A-01,"Fardeau ML, Barsotti V, Cayol JL, Guasco S, Michotey V, Joseph M, Bonin P, Ollivier B (2010).  Caldinitraruptor microaerophilus, gen. nov., sp. nov. isolated from a French hot spring (Chaudes-Aigues, Massif Central: a novel cultivated facultative microaerophilic anaerobic thermophile pertaining to the Symbiobacterium branch within the Firmicutes.  Extremophiles 14(3):241-247.",Reducer,Pure,,Caldinitratiruptor microaerophilus,CA62NT,Clostridiales,Symbiobacteriaceae,Caldinitratiruptor ,microaerophilus,Glucose,,Nitrate,7.2,"Acetate, CO2",Anaerobic,333.0512,,,,,,,Specific growth,0.1177,/h,34.84439307,-2.139616265
10,47,47-A,47-A-01,"Orlygsson J, Krooneman J, Collins MD, Pascual C, Gottschall JC (1996).  Clostridium acetireducens sp. nov, a novel amino acid-oxidizing, acetate-reducing anaerobic bacterium.  International Journal of Systematic Bacteriology 46(2):454-459.",Fermenter,Pure,,Clostridium acetireducens,30AT,Clostridiales,Clostridiaceae,Clostridium,acetireducens,Yeast,,Acetate,7,"Acetate, butyrate, hydrogen, isovalerate",Anaerobic,307.9343,,,,,,,Specific growth,0.0694,/h,37.68650302,-2.667868411
10,47,47-A,47-A-01,"Orlygsson J, Krooneman J, Collins MD, Pascual C, Gottschall JC (1996).  Clostridium acetireducens sp. nov, a novel amino acid-oxidizing, acetate-reducing anaerobic bacterium.  International Journal of Systematic Bacteriology 46(2):454-459.",Fermenter,Pure,,Clostridium acetireducens,30AT,Clostridiales,Clostridiaceae,Clostridium,acetireducens,Yeast,,Acetate,7,"Acetate, butyrate, hydrogen, isovalerate",Anaerobic,309.9748,,,,,,,Specific growth,0.0894,/h,37.43842056,-2.414634597
10,47,47-A,47-A-01,"Orlygsson J, Krooneman J, Collins MD, Pascual C, Gottschall JC (1996).  Clostridium acetireducens sp. nov, a novel amino acid-oxidizing, acetate-reducing anaerobic bacterium.  International Journal of Systematic Bacteriology 46(2):454-459.",Fermenter,Pure,,Clostridium acetireducens,30AT,Clostridiales,Clostridiaceae,Clostridium,acetireducens,Yeast,,Acetate,7,"Acetate, butyrate, hydrogen, isovalerate",Anaerobic,311.9295,,,,,,,Specific growth,0.1073,/h,37.20381344,-2.232126629
10,48,48-A,48-A-01,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,297.8093,,,,,,,Specific growth,0.0329,/h,38.9677788,-3.414282621
10,48,48-A,48-A-01,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,302.9501,,,,,,,Specific growth,0.0547,/h,38.30652944,-2.90589157
10,48,48-A,48-A-01,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,309.9505,,,,,,,Specific growth,0.1163,/h,37.44135572,-2.151582219
10,48,48-A,48-A-02,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,297.9113,,,,,,,Dechlorination rate,2.3631,umol/h,38.95443686,0.859974316
10,48,48-A,48-A-02,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,309.7416,,,,,,,Dechlorination rate,3.5657,umol/h,37.46660741,1.271360388
10,48,48-A,48-A-02,"Sanford RA, Cole JR, Loffler FE, Tiedje JN (1996).  Characterization of Desulfitobacterium chlororespirans sp. nov., which grows by coupling the oxidation of lactate to the reductive dechlorination of 3-chloro-4-hydroxybenzoate.  Applied and Environmental Microbiology 62(10):3800-3808.",Fermenter,Pure,,Desulfitobacterium chlororespirans,Co23,Clostridiales,Peptococcaceae,Desulfitobacterium,chlororespirans,"Yeast, 3Cl-4-HBA",,3-Chloro-4-Hydroxybenzoate,7.2,,Anaerobic,318.016,,,,,,,Dechlorination rate,4.4705,umol/h,36.49177062,1.497500259
10,49,49-A,49-A-01,"Neumann A, Scholzmuramatsu H, Diekert G (1994).  Tetrachloroethene metabolism of Dehalospirillum multivorans. Archives of Microbiology 162(4):295-301.",Fermenter,Pure,,Dehalospirillum multivorans,,Campylobacterales,Campylobacteraceae,Dehalospirillum,multivorans,"pyruvate, fumerate",,perchloroethene,7.5,"cis-1,2-dichloroethene",Anaerobic,287.5996,,,,,,,PCE consumption,19.8828,nmol/minmg,40.35112332,2.989855036
10,49,49-A,49-A-01,"Neumann A, Scholzmuramatsu H, Diekert G (1994).  Tetrachloroethene metabolism of Dehalospirillum multivorans. Archives of Microbiology 162(4):295-301.",Fermenter,Pure,,Dehalospirillum multivorans,,Campylobacterales,Campylobacteraceae,Dehalospirillum,multivorans,"pyruvate, fumerate",,perchloroethene,7.5,"cis-1,2-dichloroethene",Anaerobic,293.1441,,,,,,,PCE consumption,43.1566,nmol/minmg,39.58792596,3.764835361
10,49,49-A,49-A-01,"Neumann A, Scholzmuramatsu H, Diekert G (1994).  Tetrachloroethene metabolism of Dehalospirillum multivorans. Archives of Microbiology 162(4):295-301.",Fermenter,Pure,,Dehalospirillum multivorans,,Campylobacterales,Campylobacteraceae,Dehalospirillum,multivorans,"pyruvate, fumerate",,perchloroethene,7.5,"cis-1,2-dichloroethene",Anaerobic,298.2343,,,,,,,PCE consumption,66.6505,nmol/minmg,38.9122476,4.199462548
10,50,50-A,50-A-01,"Baesman SM, Stolz JF, Kulp TR, Oremland RS (2009).  Enrichment and isolation of Bacillus beveridgei sp. nov., a facultative anaerobic haloalkaliphile from Mono Lake, California, that respires oxyanions of tellurium, selenium, and arsenic.  Extremophiles 13(4):695-705.",Reducer,Pure,,Bacillus beveridgei,MLTeJB,Bacillales,Bacillaceae,Bacillus,beveridgei,"Lactate, Te(IV)",,Te(IV),,"acetate, formate, Te(0)",Anaerobic,286.1354,,,,,,,Specific growth,0.0533,/h,40.55760638,-2.931818948
10,50,50-A,50-A-01,"Baesman SM, Stolz JF, Kulp TR, Oremland RS (2009).  Enrichment and isolation of Bacillus beveridgei sp. nov., a facultative anaerobic haloalkaliphile from Mono Lake, California, that respires oxyanions of tellurium, selenium, and arsenic.  Extremophiles 13(4):695-705.",Reducer,Pure,,Bacillus beveridgei,MLTeJB,Bacillales,Bacillaceae,Bacillus,beveridgei,"Lactate, Te(IV)",,Te(IV),,"acetate, formate, Te(0)",Anaerobic,295.0174,,,,,,,Specific growth,0.0749,/h,39.33655075,-2.591601388
10,50,50-A,50-A-01,"Baesman SM, Stolz JF, Kulp TR, Oremland RS (2009).  Enrichment and isolation of Bacillus beveridgei sp. nov., a facultative anaerobic haloalkaliphile from Mono Lake, California, that respires oxyanions of tellurium, selenium, and arsenic.  Extremophiles 13(4):695-705.",Reducer,Pure,,Bacillus beveridgei,MLTeJB,Bacillales,Bacillaceae,Bacillus,beveridgei,"Lactate, Te(IV)",,Te(IV),,"acetate, formate, Te(0)",Anaerobic,300.9082,,,,,,,Specific growth,0.12,/h,38.56646953,-2.120263536
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,305.0967,,,,,,,Doublings per hour,0.2062,/h,38.03701228,-1.578908707
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,307.046,,,,,,,Doublings per hour,0.2472,/h,37.79553202,-1.397557553
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,309.4917,,,,,,,Doublings per hour,0.2774,/h,37.49685993,-1.282294771
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,312.9395,,,,,,,Doublings per hour,0.327,/h,37.08373959,-1.117795108
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,315.1056,,,,,,,Doublings per hour,0.3463,/h,36.82881842,-1.060449828
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,317.8422,,,,,,,Doublings per hour,0.4385,/h,36.51172477,-0.824395467
12,51,51-A,51-A-01,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT (1991).  A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov.  Archives of Microbiology 156(2):81-90.",Reducer,Pure,,Chlorobium tepidum,TLS,Chlorobiales,Chlorobiaceae,Chlorobium,tepidum,EDTA,,,,Sulfur,Anaerobic,320.0667,,,,,,,Doublings per hour,0.4708,/h,36.25796412,-0.753321904
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,323.0104,,,,,,,Specific growth,0.0197,/h,35.92753337,-3.927136643
